t,s,ey,lo,up,v,v_ref,ax,delta,throttle,brake,steer
43,12.374177289503494,-0.05264372584023508,-5.149999999999993,1.6000000000000227,12.644827867636996,32.0,nan,0.011291957212497778,1.0,0.0,0.01848518544909807
44,13.03101849197138,-0.07077670341915067,-5.149999999999993,1.6000000000000227,12.973798434674737,32.0,nan,-0.02979055518696027,1.0,0.0,-0.048767802330411045
45,13.701743392979434,-0.1056509295601549,-5.149999999999993,1.6000000000000227,13.293444414857007,32.0,nan,-0.22329634134799747,1.0,0.0,-0.3655410839986523
46,14.385319068037639,-0.1561008853209031,-5.149999999999993,1.6000000000000227,13.5804669349336,32.0,nan,0.26820241343878404,0.9999999996716141,0.0,0.43905332415043197
47,15.081913037560371,-0.21814867389949616,-5.149999999999993,1.6000000000000227,13.891865361676452,32.0,nan,-0.438768969001154,0.999999998814982,0.0,-0.7182745744306449
48,15.792359577929684,-0.31437855321699837,-5.149999999999993,1.6000000000000227,14.199038198926926,32.0,nan,-0.6108652381980153,0.9999999900808142,0.0,-0.85
49,16.50294611600798,-0.44288585728526964,-5.149999999999993,1.6000000000000227,14.426778698950223,32.0,nan,0.0,0.0,1.0,0.0
50,17.215145536438374,-0.5902917390189522,-5.149999999999993,1.6000000000000227,14.706010863834466,32.0,nan,0.0,0.0,1.0,0.0
51,17.918029060994456,-0.7582379683302638,-5.149999999999993,1.6000000000000227,14.859672073888607,32.0,nan,0.0,0.0,1.0,0.0
52,18.602003741322505,-0.945276145297222,-5.149999999999993,1.6000000000000227,14.808596910337213,32.0,nan,0.0,0.0,1.0,0.0
53,19.294003073553654,-1.150358621537035,-0.9499999999999833,-0.9499999999999833,14.604244332562779,0.0,nan,0.0,0.0,1.0,0.0
54,19.930718414184675,-1.37084103937155,-1.0999999999999837,-1.0999999999999837,14.319002772770292,0.0,nan,0.0,0.0,1.0,0.0
55,20.537088380906848,-1.6004741055206324,-5.149999999999993,-1.3999999999999844,13.984903453548688,32.0,nan,0.0,0.0,1.0,0.0
56,21.11182639188669,-1.8360722102458067,-5.149999999999993,-1.3999999999999844,13.620906000760609,32.0,nan,0.0,0.0,1.0,0.0
57,21.71436211030591,-2.0815104921915353,-5.149999999999993,-1.3999999999999844,13.239385489210814,32.0,nan,0.0,0.0,0.7941413983203495,0.0
58,22.232548208299633,-2.3307993922587382,-5.149999999999993,-1.3999999999999844,12.866951838695044,32.0,nan,0.0,0.0,0.8592740952259913,0.0
59,22.76307401193095,-2.575204624429713,-5.149999999999993,-1.3999999999999844,12.492314704939787,32.0,nan,0.6108652380788875,0.9999999999325644,0.0,0.85
60,23.26949362476647,-2.814878044687159,-5.149999999999993,-0.9499999999999833,12.140694688191887,32.0,nan,0.6108652375924462,0.9999999999151734,0.0,0.85
61,23.728153244870953,-3.03224269583143,-5.149999999999993,-0.9499999999999833,11.862414122851568,32.0,nan,0.6108652042104352,0.9999999993538002,0.0,0.85
62,24.270073147954914,-3.2279295399583074,-5.149999999999993,-0.6499999999999826,11.645370096337338,32.0,nan,0.6108652358623355,0.9999999989542214,0.0,0.85
63,24.71897370847177,-3.3946781079569135,-5.149999999999993,1.6000000000000227,11.487304856646018,32.0,nan,0.6108651927501882,0.999999995443025,0.0,0.85
64,25.26584062504228,-3.5261583667324796,-5.149999999999993,1.6000000000000227,11.364025669272436,32.0,nan,0.6108652233971259,0.999999997897933,0.0,0.85
65,25.71385685765965,-3.625955299114799,-5.149999999999993,1.6000000000000227,11.264481399848037,32.0,nan,0.6108651379024874,0.9999999966725724,0.0,0.85
66,26.16317026827224,-3.6833273272300033,-5.149999999999993,1.6000000000000227,11.226202483907985,32.0,nan,0.610865185012154,0.9999999997023007,0.0,0.85
67,26.72175477436259,-3.7061811938224523,-5.149999999999993,1.6000000000000227,11.230965459707999,32.0,nan,0.6108650986997961,0.9999999987053482,0.0,0.85
68,27.176264878297694,-3.68462713559797,-5.149999999999993,1.6000000000000227,11.2612187170055,32.0,nan,0.6108652375867655,0.9999999999264745,0.0,0.85
69,27.73615525852416,-3.6204562544885963,-5.149999999999993,1.6000000000000227,11.3039304921039,32.0,nan,0.6108652335961917,0.9999999999132271,0.0,0.85
70,28.188979157324894,-3.51382349711432,-5.149999999999993,1.6000000000000227,11.349918305646739,32.0,nan,0.6108652379829613,0.9999999997764137,0.0,0.85
71,28.70603954550013,-3.358039599892445,-5.149999999999993,1.6000000000000227,11.3929568034878,32.0,nan,0.6108652381980153,0.9999999997798417,0.0,0.85
72,29.175242836619823,-3.1632191211212213,-5.149999999999993,1.6000000000000227,11.42894102809599,32.0,nan,0.6108652381980153,0.999999996146957,0.0,0.85
73,29.60671879399058,-2.91830587516948,-5.149999999999993,1.6000000000000227,11.455235241779562,32.0,nan,0.6108652378893341,0.9999999949767566,0.0,0.85
74,30.103377205817388,-2.6333964281900895,-5.149999999999993,1.6000000000000227,11.470209268998248,32.0,nan,0.6108652378834637,0.9999999997503158,0.0,0.85
75,30.50263137798163,-2.3023706985273895,-5.149999999999993,1.6000000000000227,11.472918400904668,32.0,nan,0.503840860700597,0.9999999981906864,0.0,0.8247987104109437
76,30.946385943746485,-1.9321629640202418,-5.149999999999993,1.6000000000000227,11.479660194401987,32.0,nan,-0.32824485432408795,0.9999999999059137,0.0,-0.5373441371330506
77,31.325523658476317,-1.51867527811211,-5.149999999999993,1.6000000000000227,11.637576387192233,32.0,nan,-0.6108652381937812,1.0,0.0,-0.85
78,31.75204692337496,-1.078380615475552,-5.149999999999993,1.6000000000000227,11.988820736167249,32.0,nan,-0.6108652231237789,0.9999999809290575,0.0,-0.85
79,32.15060785905185,-0.6072919128833326,-5.149999999999993,1.6000000000000227,12.36443908256261,32.0,nan,0.0,0.0,1.0,0.0
80,32.56141179575261,-0.1154107568660559,-5.149999999999993,1.6000000000000227,12.68173171731261,32.0,nan,0.0,0.0,1.0,0.0
81,32.96212612091668,0.39662292673034033,-5.149999999999993,1.6000000000000227,12.858313292639176,32.0,nan,0.0,0.0,1.0,0.0
82,33.344692169046795,0.9062196413996926,-5.149999999999993,1.6000000000000227,12.838725297372752,32.0,nan,0.0,0.0,1.0,0.0
83,33.70803349419032,1.4157809151945833,-5.149999999999993,1.6000000000000227,12.666347171256046,32.0,nan,0.0,0.0,1.0,0.0
84,34.10984173219878,1.9113981210528923,-5.149999999999993,1.6000000000000227,12.412135124063328,32.0,nan,0.0,0.0,1.0,0.0
85,34.455765372724045,2.396118236615607,1.9000000000000234,1.9000000000000234,12.108236816191274,0.0,nan,0.0,0.0,1.0,0.0
86,34.861197686076125,2.882447033791519,2.3500000000000245,2.3500000000000245,11.771721692176586,0.0,nan,0.0,0.0,1.0,0.0
87,35.1989700440141,3.3333272090378934,2.950000000000026,2.950000000000026,11.447024901469815,0.0,nan,0.0,0.0,1.0,0.0
88,35.65000455956546,3.7624021792521556,3.400000000000027,3.400000000000027,11.085951104693624,0.0,nan,0.0,0.0,1.0,0.0
89,35.9768319401099,4.179557790421426,3.7000000000000277,3.7000000000000277,10.737319339845554,0.0,nan,0.0,0.0,1.0,0.0
90,36.41940894335136,4.581887241966732,4.150000000000029,4.150000000000029,10.389212894974746,0.0,nan,0.0,0.0,1.0,0.0
91,36.71096445701263,4.962606394369419,4.60000000000003,4.60000000000003,10.013676068943946,0.0,nan,0.0,0.0,1.0,0.0
92,37.0021598631405,5.312374511013908,4.9000000000000306,4.9000000000000306,9.536131543927459,0.0,nan,0.0,0.0,1.0,0.0
93,37.43291396373872,5.633402648955157,5.350000000000032,5.350000000000032,8.858147841226218,0.0,nan,0.0,0.0,1.0,0.0
94,37.69066714316821,5.920923432550838,5.650000000000032,5.650000000000032,8.218622527689803,0.0,nan,0.0,0.0,1.0,0.0
95,37.91762113298363,6.17713151566797,5.950000000000033,5.950000000000033,7.46649764021683,0.0,nan,0.0,0.0,1.0,0.0
