t,s,ey,lo,up,v,v_ref,ax,delta,throttle,brake,steer
180,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
181,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
182,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
183,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
184,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
185,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
186,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
187,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
188,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
189,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
190,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
191,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
192,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
193,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
194,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
195,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
196,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
197,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
198,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
199,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
200,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
201,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
202,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
203,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
204,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
205,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
206,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
207,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
208,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
209,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
210,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
211,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
212,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
213,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
214,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
215,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
216,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
217,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
218,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
219,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
220,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
221,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
222,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
223,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
224,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
225,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
226,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
227,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
228,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
229,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
230,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
231,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
232,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
233,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
234,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
235,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
236,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
237,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
238,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
239,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
240,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
241,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
242,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
243,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
244,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
245,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
246,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
247,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
248,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
249,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
250,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
251,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
252,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
253,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
254,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
255,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
256,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
257,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
258,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
259,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
260,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
261,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
262,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
263,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
264,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
265,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
266,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
267,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
268,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
269,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
270,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
271,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
272,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
273,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
274,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
275,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
276,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
277,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
278,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
279,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
280,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
281,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
282,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
283,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
284,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
285,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
286,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
287,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
288,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
289,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
290,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
291,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
292,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
293,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
294,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
295,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
296,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
297,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
298,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
299,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
300,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
301,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
302,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
303,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
304,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
305,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
306,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
307,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
308,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
309,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
310,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
311,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
312,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
313,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
314,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
315,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
316,53.27346426104701,1.325933433618718,-5.149999999999993,1.6000000000000227,0.0,32.0,nan,0.0,0.0,1.0,0.0
